Code,Name,N,E,Z,B,L,84H,RMS_x,RMS_y,RMS_h,Solution,Start time,Measure times,Antenna height,Antenna measure type,RMS,PDOP,HDOP,VDOP,TDOP,GDOP,Elevation,Tilt distance,End time,Base ID
ªË“,X71-11,1861432.198,506203.069,137.593,"16?50'10.20536""","99?03'29.61174""",100.321,0.003,0.003,0.008,fixed,12/12/2020 9:31,3,2,Bottom of receiver,0.006,1.241,0.697,1.027,0.751,1.45,"15?00'00.00000""",0,12/12/2020 9:31,2
ªË“,X71-12,1861429.187,506200.877,138.035,"16?50'10.10740""","99?03'29.53764""",100.763,0.002,0.002,0.003,fixed,12/12/2020 9:31,3,2,Bottom of receiver,0.003,1.141,0.617,0.959,0.683,1.329,"15?00'00.00000""",0,12/12/2020 9:31,2
ªË“,X71-13,1861424.026,506196.735,138.196,"16?50'09.93949""","99?03'29.39760""",100.925,0.002,0.002,0.004,fixed,12/12/2020 9:32,3,2,Bottom of receiver,0.003,1.561,0.843,1.314,1.054,1.883,"15?00'00.00000""",0,12/12/2020 9:32,2
ªË“,X71-14,1861418.743,506190.821,138.403,"16?50'09.76764""","99?03'29.19770""",101.131,0.002,0.002,0.003,fixed,12/12/2020 9:32,3,2,Bottom of receiver,0.003,1.368,0.794,1.114,0.86,1.616,"15?00'00.00000""",0,12/12/2020 9:32,2
cl,X71-15,1861417.531,506189.538,138.438,"16?50'09.72818""","99?03'29.15434""",101.166,0.001,0.001,0.003,fixed,12/12/2020 9:32,3,2,Bottom of receiver,0.002,1.117,0.602,0.941,0.666,1.3,"15?00'00.00000""",0,12/12/2020 9:32,2
ªË“,X71-16,1861414.062,506186.102,138.706,"16?50'09.61533""","99?03'29.03820""",101.434,0.002,0.002,0.004,fixed,12/12/2020 9:33,3,2,Bottom of receiver,0.004,1.167,0.636,0.979,0.701,1.362,"15?00'00.00000""",0,12/12/2020 9:33,2
ªË“,X71-17,1861409.567,506181.189,139.03,"16?50'09.46909""","99?03'28.87215""",101.758,0.003,0.003,0.006,fixed,12/12/2020 9:33,3,2,Bottom of receiver,0.005,1.117,0.602,0.941,0.666,1.301,"15?00'00.00000""",0,12/12/2020 9:33,2
ªË“,X71-18,1861405.423,506176.157,139.212,"16?50'09.33428""","99?03'28.70207""",101.941,0.003,0.003,0.005,fixed,12/12/2020 9:33,3,2,Bottom of receiver,0.004,1.127,0.617,0.944,0.666,1.309,"15?00'00.00000""",0,12/12/2020 9:33,2
ªË“,X71-19,1861400.359,506173.192,139.626,"16?50'09.16952""","99?03'28.60183""",102.355,0.002,0.002,0.007,fixed,12/12/2020 9:33,3,2,Bottom of receiver,0.005,1.284,0.683,1.087,0.808,1.517,"15?00'00.00000""",0,12/12/2020 9:33,2
ªË“,X71-20,1861395.794,506168.852,139.889,"16?50'09.02100""","99?03'28.45513""",102.617,0.003,0.003,0.009,fixed,12/12/2020 9:34,3,2,Bottom of receiver,0.007,1.127,0.617,0.944,0.666,1.309,"15?00'00.00000""",0,12/12/2020 9:34,2
ªË“,X71-21,1861382.406,506176.478,140.273,"16?50'08.58526""","99?03'28.71269""",103.002,0.003,0.003,0.011,fixed,12/12/2020 9:35,3,2,Bottom of receiver,0.008,1.369,0.775,1.128,0.875,1.625,"15?00'00.00000""",0,12/12/2020 9:35,2
ªË“,X71-22,1861374.383,506168.792,140.752,"16?50'08.32424""","99?03'28.45287""",103.481,0.002,0.002,0.006,fixed,12/12/2020 9:35,3,2,Bottom of receiver,0.005,1.118,0.603,0.941,0.666,1.301,"15?00'00.00000""",0,12/12/2020 9:35,2
ªË“,X71-23,1861365.541,506163.693,140.985,"16?50'08.03653""","99?03'28.28047""",103.715,0.003,0.003,0.009,fixed,12/12/2020 9:36,3,2,Bottom of receiver,0.007,1.158,0.626,0.974,0.674,1.34,"15?00'00.00000""",0,12/12/2020 9:36,2
ªË“,X71-24,1861363.102,506158.421,141.106,"16?50'07.95721""","99?03'28.10232""",103.836,0.002,0.002,0.007,fixed,12/12/2020 9:37,3,2,Bottom of receiver,0.005,1.148,0.648,0.948,0.682,1.335,"15?00'00.00000""",0,12/12/2020 9:37,2
ªË“,X72-1,1861347.604,506198.224,140.741,"16?50'07.45249""","99?03'29.44717""",103.472,0.002,0.002,0.004,fixed,12/12/2020 9:39,3,2,Bottom of receiver,0.003,1.117,0.604,0.94,0.665,1.3,"15?00'00.00000""",0,12/12/2020 9:39,2
ªË“,X72-2,1861351.636,506201.12,140.401,"16?50'07.58367""","99?03'29.54505""",103.132,0.001,0.001,0.003,fixed,12/12/2020 9:40,3,2,Bottom of receiver,0.002,1.389,0.716,1.19,0.891,1.65,"15?00'00.00000""",0,12/12/2020 9:40,2
ªË“,X72-3,1861355.202,506203.9,140.085,"16?50'07.69968""","99?03'29.63904""",102.815,0.001,0.001,0.002,fixed,12/12/2020 9:40,3,2,Bottom of receiver,0.002,1.389,0.716,1.19,0.891,1.65,"15?00'00.00000""",0,12/12/2020 9:40,2
ªË“,X72-4,1861358.31,506207.067,139.903,"16?50'07.80082""","99?03'29.74607""",102.633,0.002,0.002,0.004,fixed,12/12/2020 9:40,3,2,Bottom of receiver,0.003,1.117,0.604,0.939,0.665,1.3,"15?00'00.00000""",0,12/12/2020 9:40,2
ªË“,X72-5,1861362.031,506210.887,140.12,"16?50'07.92187""","99?03'29.87521""",102.851,0.002,0.002,0.003,fixed,12/12/2020 9:40,3,2,Bottom of receiver,0.003,1.464,0.773,1.243,0.955,1.748,"15?00'00.00000""",0,12/12/2020 9:40,2
ªË“,X72-6,1861367.355,506214.827,139.915,"16?50'08.09509""","99?03'30.00838""",102.645,0.002,0.002,0.003,fixed,12/12/2020 9:41,3,2,Bottom of receiver,0.003,1.595,0.872,1.336,1.067,1.919,"15?00'00.00000""",0,12/12/2020 9:41,2
ªË“,X72-7,1861371.051,506219.862,139.677,"16?50'08.21533""","99?03'30.17858""",102.407,0.001,0.001,0.003,fixed,12/12/2020 9:41,3,2,Bottom of receiver,0.003,1.68,0.782,1.487,1.155,2.039,"15?00'00.00000""",0,12/12/2020 9:41,2
ªË“,X72-8,1861375.148,506223.252,139.517,"16?50'08.34862""","99?03'30.29317""",102.247,0.001,0.001,0.003,fixed,12/12/2020 9:42,3,2,Bottom of receiver,0.002,1.312,0.69,1.116,0.83,1.553,"15?00'00.00000""",0,12/12/2020 9:42,2
ªË“,X72-9,1861379.162,506226.702,139.266,"16?50'08.47919""","99?03'30.40980""",101.996,0.001,0.001,0.003,fixed,12/12/2020 9:42,3,2,Bottom of receiver,0.003,1.339,0.7,1.142,0.852,1.587,"15?00'00.00000""",0,12/12/2020 9:42,2
ªË“,X72-10,1861382.291,506228.474,139.146,"16?50'08.58099""","99?03'30.46969""",101.876,0.001,0.001,0.004,fixed,12/12/2020 9:42,3,2,Bottom of receiver,0.003,1.459,0.739,1.258,0.951,1.742,"15?00'00.00000""",0,12/12/2020 9:43,2
ªË“,X72-11,1861385.475,506230.948,138.939,"16?50'08.68459""","99?03'30.55333""",101.669,0.002,0.002,0.005,fixed,12/12/2020 9:43,3,2,Bottom of receiver,0.004,1.386,0.716,1.187,0.886,1.645,"15?00'00.00000""",0,12/12/2020 9:43,2
ªË“,X72-12,1861389.49,506233.815,138.875,"16?50'08.81523""","99?03'30.65026""",101.605,0.003,0.003,0.006,fixed,12/12/2020 9:43,3,2,Bottom of receiver,0.005,1.171,0.63,0.987,0.71,1.37,"15?00'00.00000""",0,12/12/2020 9:43,2
ªË“,X72-13,1861393.291,506236.263,138.745,"16?50'08.93891""","99?03'30.73303""",101.475,0.003,0.003,0.006,fixed,12/12/2020 9:44,3,2,Bottom of receiver,0.005,1.288,0.702,1.08,0.803,1.518,"15?00'00.00000""",0,12/12/2020 9:44,2
cl,X72-14,1861395.606,506237.584,138.717,"16?50'09.01424""","99?03'30.77767""",101.446,0.002,0.002,0.004,fixed,12/12/2020 9:44,3,2,Bottom of receiver,0.003,1.175,0.631,0.991,0.713,1.374,"15?00'00.00000""",0,12/12/2020 9:44,2
ªË“,X72-15,1861398.947,506239.285,138.593,"16?50'09.12294""","99?03'30.83520""",101.323,0.002,0.002,0.005,fixed,12/12/2020 9:44,3,2,Bottom of receiver,0.004,1.46,0.74,1.259,0.953,1.744,"15?00'00.00000""",0,12/12/2020 9:44,2
ªË“,X72-16,1861403.185,506240.928,138.545,"16?50'09.26084""","99?03'30.89075""",101.274,0.002,0.002,0.006,fixed,12/12/2020 9:45,3,2,Bottom of receiver,0.005,1.247,0.69,1.039,0.765,1.463,"15?00'00.00000""",0,12/12/2020 9:45,2
ªË“,X72-17,1861408.084,506243.125,138.497,"16?50'09.42025""","99?03'30.96504""",101.226,0.003,0.003,0.006,fixed,12/12/2020 9:45,3,2,Bottom of receiver,0.005,1.45,0.731,1.253,0.953,1.735,"15?00'00.00000""",0,12/12/2020 9:45,2
ªË“,X72-18,1861410.5,506247.591,138.394,"16?50'09.49884""","99?03'31.11597""",101.123,0.003,0.003,0.007,fixed,12/12/2020 9:45,3,2,Bottom of receiver,0.006,1.259,0.705,1.043,0.772,1.477,"15?00'00.00000""",0,12/12/2020 9:45,2
ªË“,X72-19,1861413.349,506249.781,138.451,"16?50'09.59153""","99?03'31.19001""",101.18,0.003,0.003,0.008,fixed,12/12/2020 9:45,3,2,Bottom of receiver,0.007,1.148,0.615,0.969,0.69,1.339,"15?00'00.00000""",0,12/12/2020 9:45,2
ªË“,X72-20,1861416.045,506250.829,138.381,"16?50'09.67923""","99?03'31.22543""",101.11,0.003,0.003,0.007,fixed,12/12/2020 9:45,3,2,Bottom of receiver,0.006,1.148,0.615,0.97,0.69,1.34,"15?00'00.00000""",0,12/12/2020 9:45,2
ªË“,X72-21,1861416.395,506254.688,138.251,"16?50'09.69058""","99?03'31.35587""",100.98,0.002,0.002,0.007,fixed,12/12/2020 9:46,3,2,Bottom of receiver,0.005,1.479,0.738,1.281,0.97,1.768,"15?00'00.00000""",0,12/12/2020 9:47,2
ªË“,X72-22,1861422.362,506258.433,138.245,"16?50'09.88474""","99?03'31.48245""",100.974,0.004,0.004,0.008,fixed,12/12/2020 9:47,3,2,Bottom of receiver,0.006,1.154,0.616,0.975,0.695,1.347,"15?00'00.00000""",0,12/12/2020 9:47,2
ªË“,X72-23,1861427.516,506261.044,138.51,"16?50'10.05246""","99?03'31.57076""",101.239,0.002,0.002,0.006,fixed,12/12/2020 9:47,3,2,Bottom of receiver,0.005,1.215,0.65,1.027,0.743,1.424,"15?00'00.00000""",0,12/12/2020 9:47,2
ªË“,X72-24,1861432.071,506262.777,138.489,"16?50'10.20065""","99?03'31.62934""",101.218,0.003,0.003,0.009,fixed,12/12/2020 9:47,3,2,Bottom of receiver,0.007,1.278,0.69,1.076,0.793,1.504,"15?00'00.00000""",0,12/12/2020 9:47,2
ªË“,X72-25,1861436.8,506266.027,138.56,"16?50'10.35453""","99?03'31.73922""",101.288,0.002,0.002,0.005,fixed,12/12/2020 9:47,3,2,Bottom of receiver,0.004,1.42,0.712,1.229,0.918,1.691,"15?00'00.00000""",0,12/12/2020 9:47,2
 «π,X73-1,1861405.774,506300.14,136.465,"16?50'09.34451""","99?03'32.89166""",99.195,0.003,0.003,0.009,fixed,12/12/2020 9:49,3,2,Bottom of receiver,0.007,1.179,0.643,0.988,0.713,1.378,"15?00'00.00000""",0,12/12/2020 9:49,2
 «π,X73-2,1861400.45,506298.512,136.579,"16?50'09.17128""","99?03'32.83657""",99.309,0.003,0.003,0.008,fixed,12/12/2020 9:49,3,2,Bottom of receiver,0.006,1.335,0.7,1.137,0.84,1.578,"15?00'00.00000""",0,12/12/2020 9:49,2
 «π,X73-3,1861395.412,506295.366,137.004,"16?50'09.00737""","99?03'32.73022""",99.734,0.006,0.006,0.013,fixed,12/12/2020 9:50,3,2,Bottom of receiver,0.01,1.178,0.631,0.995,0.706,1.373,"15?00'00.00000""",0,12/12/2020 9:50,2
 «π,X73-4,1861390.22,506292.919,137.12,"16?50'08.83841""","99?03'32.64747""",99.851,0.004,0.004,0.007,fixed,12/12/2020 9:50,3,2,Bottom of receiver,0.006,1.506,0.83,1.257,0.987,1.801,"15?00'00.00000""",0,12/12/2020 9:50,2
 «π,X73-5,1861385.853,506290.54,137.458,"16?50'08.69633""","99?03'32.56705""",100.188,0.007,0.007,0.015,fixed,12/12/2020 9:50,3,2,Bottom of receiver,0.013,1.409,0.725,1.208,0.913,1.679,"15?00'00.00000""",0,12/12/2020 9:50,2
 «π,X73-6,1861380.674,506285.267,137.465,"16?50'08.52782""","99?03'32.38881""",100.195,0.002,0.002,0.004,fixed,12/12/2020 9:50,3,2,Bottom of receiver,0.004,1.202,0.638,1.019,0.735,1.409,"15?00'00.00000""",0,12/12/2020 9:50,2
 «π,X73-7,1861377.231,506282.487,137.652,"16?50'08.41581""","99?03'32.29484""",100.382,0.002,0.002,0.004,fixed,12/12/2020 9:51,3,2,Bottom of receiver,0.003,1.076,0.583,0.904,0.625,1.244,"15?00'00.00000""",0,12/12/2020 9:51,2
 «π,X73-8,1861372.825,506278.875,137.857,"16?50'08.27248""","99?03'32.17272""",100.587,0.002,0.002,0.003,fixed,12/12/2020 9:51,3,2,Bottom of receiver,0.003,1.264,0.705,1.049,0.786,1.489,"15?00'00.00000""",0,12/12/2020 9:51,2
 «π,X73-9,1861368.56,506275.289,138.268,"16?50'08.13370""","99?03'32.05151""",100.999,0.002,0.002,0.004,fixed,12/12/2020 9:52,3,2,Bottom of receiver,0.003,1.207,0.639,1.024,0.739,1.416,"15?00'00.00000""",0,12/12/2020 9:52,2
 «π,X73-10,1861365.42,506272.358,138.363,"16?50'08.03154""","99?03'31.95246""",101.094,0.002,0.002,0.005,fixed,12/12/2020 9:52,3,2,Bottom of receiver,0.004,1.078,0.584,0.907,0.627,1.247,"15?00'00.00000""",0,12/12/2020 9:52,2
 «π,X73-11,1861359.02,506268.992,138.799,"16?50'07.82332""","99?03'31.83863""",101.53,0.002,0.002,0.005,fixed,12/12/2020 9:52,3,2,Bottom of receiver,0.004,1.08,0.584,0.908,0.628,1.249,"15?00'00.00000""",0,12/12/2020 9:53,2
 «π,X73-12,1861340.273,506251.135,139.875,"16?50'07.21341""","99?03'31.23502""",102.606,0.002,0.002,0.006,fixed,12/12/2020 9:54,3,2,Bottom of receiver,0.005,1.219,0.632,1.042,0.748,1.43,"15?00'00.00000""",0,12/12/2020 9:54,2
 «π,X73-13,1861335.109,506245.126,140.436,"16?50'07.04542""","99?03'31.03192""",103.167,0.003,0.003,0.006,fixed,12/12/2020 9:55,3,2,Bottom of receiver,0.005,1.223,0.633,1.046,0.752,1.435,"15?00'00.00000""",0,12/12/2020 9:55,2
 «π,X73-14,1861331.362,506242.233,140.788,"16?50'06.92349""","99?03'30.93414""",103.52,0.002,0.002,0.005,fixed,12/12/2020 9:55,3,2,Bottom of receiver,0.004,1.224,0.633,1.047,0.752,1.437,"15?00'00.00000""",0,12/12/2020 9:56,2
 «π,X73-15,1861326.997,506239.824,140.999,"16?50'06.78148""","99?03'30.85268""",103.731,0.002,0.002,0.005,fixed,12/12/2020 9:56,3,2,Bottom of receiver,0.004,1.225,0.633,1.049,0.753,1.438,"15?00'00.00000""",0,12/12/2020 9:56,2
 «π,X73-16,1861323.427,506235.688,141.448,"16?50'06.66535""","99?03'30.71288""",104.18,0.003,0.003,0.007,fixed,12/12/2020 9:56,3,2,Bottom of receiver,0.005,1.227,0.634,1.05,0.755,1.44,"15?00'00.00000""",0,12/12/2020 9:56,2
 «π,X73-17,1861321.265,506233.538,141.493,"16?50'06.59501""","99?03'30.64021""",104.225,0.003,0.003,0.007,fixed,12/12/2020 9:57,3,2,Bottom of receiver,0.006,1.286,0.647,1.111,0.805,1.517,"15?00'00.00000""",0,12/12/2020 9:57,2
 «π,X74-1,1861290.514,506278.732,139.395,"16?50'05.59384""","99?03'32.16706""",102.128,0.001,0.001,0.002,fixed,12/12/2020 10:00,3,2,Bottom of receiver,0.002,1.3,0.648,1.127,0.817,1.535,"15?00'00.00000""",0,12/12/2020 10:00,2
 «π,X74-2,1861297.041,506283.357,139.068,"16?50'05.80620""","99?03'32.32342""",101.801,0.002,0.002,0.004,fixed,12/12/2020 10:01,3,2,Bottom of receiver,0.003,1.303,0.648,1.13,0.819,1.539,"15?00'00.00000""",0,12/12/2020 10:01,2
 «π,X74-3,1861300.886,506287.188,138.75,"16?50'05.93129""","99?03'32.45290""",101.483,0.001,0.001,0.003,fixed,12/12/2020 10:01,3,2,Bottom of receiver,0.002,1.305,0.648,1.132,0.82,1.541,"15?00'00.00000""",0,12/12/2020 10:01,2
 «π,X74-4,1861305.066,506290.271,138.382,"16?50'06.06728""","99?03'32.55715""",101.114,0.002,0.002,0.004,fixed,12/12/2020 10:03,3,2,Bottom of receiver,0.003,1.309,0.648,1.138,0.824,1.547,"15?00'00.00000""",0,12/12/2020 10:03,2
 «π,X74-5,1861309.034,506292.036,138.314,"16?50'06.19641""","99?03'32.61683""",101.047,0.002,0.002,0.005,fixed,12/12/2020 10:04,3,2,Bottom of receiver,0.004,1.314,0.648,1.142,0.828,1.553,"15?00'00.00000""",0,12/12/2020 10:04,2
 «π,X74-6,1861314.08,506295.006,137.943,"16?50'06.36057""","99?03'32.71722""",100.676,0.001,0.001,0.004,fixed,12/12/2020 10:04,3,2,Bottom of receiver,0.003,1.315,0.649,1.144,0.829,1.555,"15?00'00.00000""",0,12/12/2020 10:04,2
 «π,X74-7,1861319.943,506300.117,137.617,"16?50'06.55134""","99?03'32.89001""",100.35,0.002,0.002,0.005,fixed,12/12/2020 10:05,3,2,Bottom of receiver,0.004,1.317,0.649,1.146,0.83,1.557,"15?00'00.00000""",0,12/12/2020 10:05,2
 «π,X74-8,1861323.419,506303.233,137.502,"16?50'06.66443""","99?03'32.99531""",100.235,0.002,0.002,0.005,fixed,12/12/2020 10:05,3,2,Bottom of receiver,0.004,1.319,0.649,1.148,0.832,1.559,"15?00'00.00000""",0,12/12/2020 10:06,2
 «π,X74-9,1861325.911,506305.197,137.392,"16?50'06.74549""","99?03'33.06173""",100.125,0.002,0.002,0.006,fixed,12/12/2020 10:06,3,2,Bottom of receiver,0.004,1.222,0.625,1.05,0.745,1.431,"15?00'00.00000""",0,12/12/2020 10:06,2
 «π,X74-10,1861328.942,506307.418,137.524,"16?50'06.84410""","99?03'33.13681""",100.256,0.002,0.002,0.006,fixed,12/12/2020 10:06,3,2,Bottom of receiver,0.005,1.263,0.649,1.084,0.781,1.485,"15?00'00.00000""",0,12/12/2020 10:06,2
 «π,X74-11,1861331.947,506309.596,137.486,"16?50'06.94187""","99?03'33.21043""",100.218,0.001,0.001,0.004,fixed,12/12/2020 10:07,3,2,Bottom of receiver,0.003,1.356,0.678,1.174,0.859,1.605,"15?00'00.00000""",0,12/12/2020 10:07,2
 «π,X74-12,1861336.518,506312.948,137.146,"16?50'07.09059""","99?03'33.32375""",99.879,0.002,0.002,0.007,fixed,12/12/2020 10:07,3,2,Bottom of receiver,0.005,1.375,0.682,1.194,0.875,1.63,"15?00'00.00000""",0,12/12/2020 10:07,2
 «π,X74-13,1861341.563,506316.271,137.086,"16?50'07.25474""","99?03'33.43610""",99.818,0.004,0.004,0.011,fixed,12/12/2020 10:07,3,2,Bottom of receiver,0.009,1.595,0.987,1.252,0.948,1.855,"15?00'00.00000""",0,12/12/2020 10:07,2
 «π,X74-14,1861346.404,506318.468,136.88,"16?50'07.41227""","99?03'33.51037""",99.612,0.008,0.008,0.02,fixed,12/12/2020 10:08,3,2,Bottom of receiver,0.016,1.572,0.84,1.329,1.006,1.866,"15?00'00.00000""",0,12/12/2020 10:08,2
 «π,X74-15,1861350.258,506320.991,136.724,"16?50'07.53765""","99?03'33.59568""",99.456,0.003,0.003,0.012,fixed,12/12/2020 10:08,3,2,Bottom of receiver,0.009,1.476,0.753,1.27,0.947,1.754,"15?00'00.00000""",0,12/12/2020 10:08,2
 «π,X74-16,1861357.477,506325.496,136.42,"16?50'07.77254""","99?03'33.74798""",99.152,0.001,0.001,0.004,fixed,12/12/2020 10:08,3,2,Bottom of receiver,0.003,1.546,0.777,1.337,1.027,1.856,"15?00'00.00000""",0,12/12/2020 10:08,2
 «π,X74-17,1861363.784,506329.612,136.135,"16?50'07.97776""","99?03'33.88714""",98.866,0.002,0.002,0.005,fixed,12/12/2020 10:09,3,2,Bottom of receiver,0.004,1.23,0.626,1.059,0.752,1.442,"15?00'00.00000""",0,12/12/2020 10:09,2
 «π,X74-18,1861371.036,506334.473,135.895,"16?50'08.21372""","99?03'34.05147""",98.626,0.002,0.002,0.004,fixed,12/12/2020 10:09,3,2,Bottom of receiver,0.003,1.231,0.626,1.06,0.753,1.443,"15?00'00.00000""",0,12/12/2020 10:09,2
 «π,X74-19,1861376.931,506338.829,135.601,"16?50'08.40552""","99?03'34.19870""",98.332,0.001,0.001,0.003,fixed,12/12/2020 10:09,3,2,Bottom of receiver,0.003,1.317,0.649,1.145,0.823,1.553,"15?00'00.00000""",0,12/12/2020 10:09,2
 «π,X75-1,1861347.694,506381.588,136.51,"16?50'07.45363""","99?03'35.64332""",99.243,0.001,0.001,0.003,fixed,12/12/2020 10:11,3,2,Bottom of receiver,0.002,1.325,0.649,1.156,0.831,1.564,"15?00'00.00000""",0,12/12/2020 10:11,2
 «π,X75-2,1861337.969,506374.142,136.831,"16?50'07.13723""","99?03'35.39158""",99.564,0.001,0.001,0.004,fixed,12/12/2020 10:11,3,2,Bottom of receiver,0.003,1.398,0.733,1.19,0.882,1.652,"15?00'00.00000""",0,12/12/2020 10:11,2
 «π,X75-3,1861331.008,506368.259,137.04,"16?50'06.91076""","99?03'35.19273""",99.773,0.001,0.001,0.004,fixed,12/12/2020 10:12,3,2,Bottom of receiver,0.003,1.356,0.686,1.17,0.851,1.601,"15?00'00.00000""",0,12/12/2020 10:12,2
 «π,X75-4,1861326.56,506364.374,137.181,"16?50'06.76603""","99?03'35.06140""",99.914,0.002,0.002,0.005,fixed,12/12/2020 10:12,3,2,Bottom of receiver,0.003,1.33,0.649,1.161,0.835,1.571,"15?00'00.00000""",0,12/12/2020 10:12,2
 «π,X75-5,1861311.455,506360.612,137.605,"16?50'06.27450""","99?03'34.93413""",100.339,0.001,0.001,0.003,fixed,12/12/2020 10:14,3,2,Bottom of receiver,0.002,1.336,0.648,1.169,0.841,1.579,"15?00'00.00000""",0,12/12/2020 10:14,2
 «π,X75-6,1861307.992,506356.086,137.567,"16?50'06.16188""","99?03'34.78116""",100.301,0.002,0.002,0.004,fixed,12/12/2020 10:14,3,2,Bottom of receiver,0.003,1.339,0.648,1.171,0.843,1.582,"15?00'00.00000""",0,12/12/2020 10:14,2
 «π,X75-7,1861304.477,506352.882,137.571,"16?50'06.04749""","99?03'34.67285""",100.305,0.002,0.002,0.004,fixed,12/12/2020 10:15,3,2,Bottom of receiver,0.003,1.196,0.618,1.025,0.719,1.396,"15?00'00.00000""",0,12/12/2020 10:15,2
 «π,X75-8,1861301.076,506350.119,137.681,"16?50'05.93684""","99?03'34.57943""",100.414,0.001,0.001,0.003,fixed,12/12/2020 10:15,3,2,Bottom of receiver,0.002,1.198,0.618,1.027,0.721,1.398,"15?00'00.00000""",0,12/12/2020 10:15,2
 «π,X75-9,1861297.449,506347.906,137.846,"16?50'05.81885""","99?03'34.50462""",100.58,0.001,0.001,0.003,fixed,12/12/2020 10:16,3,2,Bottom of receiver,0.002,1.201,0.617,1.03,0.723,1.402,"15?00'00.00000""",0,12/12/2020 10:16,2
 «π,X75-10,1861294.16,506343.977,137.763,"16?50'05.71187""","99?03'34.37181""",100.497,0.002,0.002,0.005,fixed,12/12/2020 10:16,3,2,Bottom of receiver,0.004,1.347,0.648,1.181,0.85,1.592,"15?00'00.00000""",0,12/12/2020 10:16,2
 «π,X75-11,1861291.128,506341.088,137.805,"16?50'05.61319""","99?03'34.27417""",100.539,0.001,0.001,0.004,fixed,12/12/2020 10:17,3,2,Bottom of receiver,0.003,1.207,0.616,1.038,0.728,1.41,"15?00'00.00000""",0,12/12/2020 10:17,2
 «π,X75-12,1861287.692,506338.487,138.05,"16?50'05.50141""","99?03'34.18623""",100.784,0.002,0.002,0.004,fixed,12/12/2020 10:19,3,2,Bottom of receiver,0.003,1.213,0.616,1.045,0.734,1.418,"15?00'00.00000""",0,12/12/2020 10:19,2
 «π,X76-1,1861257.714,506382.887,142.143,"16?50'04.52540""","99?03'35.68628""",104.878,0.002,0.002,0.006,fixed,12/12/2020 10:24,3,2,Bottom of receiver,0.004,1.214,0.612,1.048,0.732,1.417,"15?00'00.00000""",0,12/12/2020 10:24,2
 «π,X76-2,1861254.043,506379.403,142.367,"16?50'04.40599""","99?03'35.56849""",105.102,0.001,0.001,0.004,fixed,12/12/2020 10:25,3,2,Bottom of receiver,0.003,1.378,0.674,1.202,0.874,1.632,"15?00'00.00000""",0,12/12/2020 10:25,2
 «π,X76-3,1861249.799,506374.474,142.754,"16?50'04.26791""","99?03'35.40190""",105.489,0.004,0.004,0.013,fixed,12/12/2020 10:25,3,2,Bottom of receiver,0.009,1.296,0.652,1.12,0.803,1.525,"15?00'00.00000""",0,12/12/2020 10:25,2
 «π,X76-4,1861246.124,506371.706,143.065,"16?50'04.14834""","99?03'35.30835""",105.801,0.003,0.003,0.009,fixed,12/12/2020 10:25,3,2,Bottom of receiver,0.007,1.637,0.741,1.459,1.095,1.969,"15?00'00.00000""",0,12/12/2020 10:25,2
 «π,X76-5,1861242.75,506369.619,143.254,"16?50'04.03857""","99?03'35.23776""",105.99,0.003,0.003,0.011,fixed,12/12/2020 10:25,3,2,Bottom of receiver,0.008,1.35,0.64,1.189,0.838,1.589,"15?00'00.00000""",0,12/12/2020 10:25,2
 «π,X76-6,1861239.827,506366.923,143.229,"16?50'03.94348""","99?03'35.14664""",105.965,0.003,0.003,0.009,fixed,12/12/2020 10:26,3,2,Bottom of receiver,0.007,1.33,0.662,1.154,0.816,1.56,"15?00'00.00000""",0,12/12/2020 10:26,2
 «π,X76-7,1861236.353,506364.377,143.409,"16?50'03.83043""","99?03'35.06060""",106.145,0.003,0.003,0.006,fixed,12/12/2020 10:26,3,2,Bottom of receiver,0.005,1.28,0.66,1.096,0.777,1.497,"15?00'00.00000""",0,12/12/2020 10:26,2
 «π,X76-8,1861265.906,506327.213,138.947,"16?50'04.79255""","99?03'33.80505""",101.682,0.003,0.003,0.005,fixed,12/12/2020 10:29,3,2,Bottom of receiver,0.005,1.176,0.603,1.01,0.645,1.341,"15?00'00.00000""",0,12/12/2020 10:29,2
 «π,X76-9,1861268.278,506328.34,138.709,"16?50'04.86973""","99?03'33.84317""",101.443,0.005,0.005,0.01,fixed,12/12/2020 10:30,3,2,Bottom of receiver,0.008,1.077,0.556,0.922,0.597,1.231,"15?00'00.00000""",0,12/12/2020 10:30,2
 «π,X76-10,1861261.473,506387.255,142.031,"16?50'04.64768""","99?03'35.83392""",104.766,0.003,0.003,0.007,fixed,12/12/2020 10:33,3,2,Bottom of receiver,0.006,1.325,0.633,1.164,0.832,1.564,"15?00'00.00000""",0,12/12/2020 10:33,2
 «π,X76-11,1861267.96,506386.386,141.662,"16?50'04.85882""","99?03'35.80461""",104.397,0.002,0.002,0.006,fixed,12/12/2020 10:34,3,2,Bottom of receiver,0.005,1.174,0.618,0.999,0.694,1.364,"15?00'00.00000""",0,12/12/2020 10:34,2
 «π,X76-12,1861272.783,506392.21,141.523,"16?50'05.01571""","99?03'36.00146""",104.258,0.002,0.002,0.005,fixed,12/12/2020 10:34,3,2,Bottom of receiver,0.004,1.053,0.541,0.903,0.599,1.211,"15?00'00.00000""",0,12/12/2020 10:34,2
